exercise_item_ID	exercise_type	exercise_instruction	exercise_item	example_solution	response	participant_ID	teacher_correction	teacher_error_annotation
can-vs-may_21	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	I'd like <gap> like Jack. He swims like a fish. (to swim)	to be able to swim	being able to swim	EN_3	False	N/A
can-vs-may_21	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	I'd like <gap> like Jack. He swims like a fish. (to swim)	to be able to swim	to be able to swim	EN_4	True	N/A
can-vs-may_21	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	I'd like <gap> like Jack. He swims like a fish. (to swim)	to be able to swim	to be able to swim	EN_5	True	N/A
can-vs-may_22	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Canada <gap> one of the lowest inflation rates in the world, but at what cost? (to have)	may have	may have	EN_1	True	N/A
can-vs-may_22	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Canada <gap> one of the lowest inflation rates in the world, but at what cost? (to have)	may have	may have	EN_2	True	N/A
can-vs-may_22	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Canada <gap> one of the lowest inflation rates in the world, but at what cost? (to have)	may have	may have	EN_3	True	N/A
can-vs-may_22	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Canada <gap> one of the lowest inflation rates in the world, but at what cost? (to have)	may have	might have	EN_4	False	N/A
can-vs-may_22	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Canada <gap> one of the lowest inflation rates in the world, but at what cost? (to have)	may have	might have	EN_5	False	N/A
can-vs-may_23	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Sticks and stones <gap> my bones, but words will never hurt me. (to break)	may break	may break	EN_1	True	N/A
can-vs-may_23	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Sticks and stones <gap> my bones, but words will never hurt me. (to break)	may break	may break	EN_2	True	N/A
can-vs-may_23	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Sticks and stones <gap> my bones, but words will never hurt me. (to break)	may break	could break	EN_3	False	N/A
can-vs-may_23	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Sticks and stones <gap> my bones, but words will never hurt me. (to break)	may break	may break	EN_4	True	N/A
can-vs-may_23	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	Sticks and stones <gap> my bones, but words will never hurt me. (to break)	may break	could break	EN_5	False	N/A
can-vs-may_24	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	He wasn’t the brightest kid in town, but he <gap> anyone at 'Finding Waldo'. (to beat)	could beat	managed to beat	EN_1	False	N/A
can-vs-may_24	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	He wasn’t the brightest kid in town, but he <gap> anyone at 'Finding Waldo'. (to beat)	could beat	managed to beat	EN_2	False	N/A
can-vs-may_24	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	He wasn’t the brightest kid in town, but he <gap> anyone at 'Finding Waldo'. (to beat)	could beat	managed to beat	EN_3	False	N/A
can-vs-may_24	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	He wasn’t the brightest kid in town, but he <gap> anyone at 'Finding Waldo'. (to beat)	could beat	could beat	EN_4	True	N/A
can-vs-may_24	gapFilling	Complete the following sentence using: can, could, be able to/manage to/succeed in, could have, may, might, may have, might have. It may be necessary to use passives/negatives. You can find the verb to be filled in between brackets after the sentence.	He wasn’t the brightest kid in town, but he <gap> anyone at 'Finding Waldo'. (to beat)	could beat	could beat	EN_5	True	N/A
